Academic Year,Undergrad Plan,Master's Plan,Number of Completions
2023,Earth Systems (BS),Sustainability Sci & Prac (MS),3
2023,Economics (BA),Statistics (MS),3
2023,Engineering (BSH),Computer Science (MS),3
2023,Envir Systems Engr (BS),Civil & Envir Engr (MS),3
2023,Human Biology (BSH),Biology (MS),3
2023,Physics (BSH),Computer Science (MS),3
2023,Political Science (BA),Computer Science (MS),3
2023,Bioengineering (BS),Community Health/Prev Res (MS),2
2023,Bioengineering (BS),Mgmt Sci & Engineering (MS),2
2023,Biology (BS),Biomedical Informatics (MS),2
2023,Chemical Engineering (BS),Mgmt Sci & Engineering (MS),2
2023,Chemistry (BSH),Computer Science (MS),2
2023,Computer Science (BS),Biomedical Informatics (MS),2
2023,Computer Science (BS),Earth Systems (MS),2
2023,Earth Systems (BS),Civil & Envir Engr (MS),2
2023,Economics (BA),Sustainability Sci & Prac (MS),2
2023,Electrical Engineering (BS),Mgmt Sci & Engineering (MS),2
2023,English (BA),Communication (MA),2
2023,English (BAH),English (MA),2
2023,History (BA),Computer Science (MS),2
2023,Human Biology (BS),Community Health/Prev Res (MS),2
2023,Indiv Des Major-Engr (BS),Mechanical Engineer (MS),2
2023,International Relat (BA),Sociology (MA),2
2023,Materials Science & Engr (BS),Computer Science (MS),2
2023,Mathematics (BS),Electrical Engineering (MS),2
2023,Mathematics (BSH),Statistics (MS),2
2023,Mgmt Sci & Engineering (BS),Sustainability Sci & Prac (MS),2
2023,Political Science (BA),Public Policy (MA),2
2023,Political Science (BA),Sustainability Sci & Prac (MA),2
2023,Public Policy (BA),Public Policy (MA),2
2023,"Science, Tech, & Soc (BA)",Communication (MA),2
2023,"Science, Tech, & Soc (BS)",Communication (MA),2
2023,Bioengineering (BS),Biology (MS),1
2023,Bioengineering (BS),Civil & Envir Engr (MS),1
2023,Bioengineering (BS),Electrical Engineering (MS),1
2023,Bioengineering (BS),Laboratory Animal Science (MS),1
2023,Bioengineering (BS),Public Policy (MA),1
2023,Bioengineering (BSH),Bioengineering (MS),1
2023,Bioengineering (BSH),Computer Science (MS),1
2023,Biology (BS),Biology (MS),1
2023,Biology (BS),Community Health/Prev Res (MS),1
2023,Biology (BS),Epidemiology & Clin Rsrch (MS),1
2023,Biology (BS),Epidemiology (MS),1
2023,Biology (BSH),Bioengineering (MS),1
2023,Biology (BSH),Biomedical Informatics (MS),1
2023,Biology (BSH),Computer Science (MS),1
2023,Biology (BSH),Earth Systems (MS),1
2023,Chemical Engineering (BS),Bioengineering (MS),1
2023,Chemical Engineering (BS),Community Health/Prev Res (MS),1
2023,Chemical Engineering (BS),Sustainability Sci & Prac (MS),1
2023,Chemistry (BS),Computer Science (MS),1
2023,Chemistry (BSH),Earth Systems (MS),1
2023,Civil Engineering (BS),Civil & Envir Engr (MS),1
2023,Civil Engineering (BSH),Mgmt Sci & Engineering (MS),1
2023,Classics (BAH),Computer Science (MS),1
2023,Comp Stu Race & Eth (BA),Computer Science (MS),1
2023,Computer Science (BS),Electrical Engineering (MS),1
2023,Computer Science (BS),Statistics (MS),1
2023,Computer Science (BS),Sustainability Sci & Prac (MS),1
2023,Computer Science (BSH),Electrical Engineering (MS),1
2023,Computer Science (BSH),Mgmt Sci & Engineering (MS),1
2023,Computer Science (BSH),Statistics (MS),1
2023,Earth Systems (BS),Sustainability Sci & Prac (MA),1
2023,Earth Systems (BSH),Earth Systems (MS),1
2023,Economics (BA),Earth Systems (MS),1
2023,Economics (BA),Public Policy (MA),1
2023,Economics (BAH),Mgmt Sci & Engineering (MS),1
2023,Energy Resources Engineer(BS),Materials Science & Engr (MS),1
2023,Engineering (BS),Aeronautics & Astro (MS),1
2023,Engineering (BS),Applied and Engr Physics (MS),1
2023,Engineering (BS),Biomedical Informatics (MS),1
2023,Engineering (BS),Civil & Envir Engr (MS),1
2023,Engineering (BS),Communication (MA),1
2023,Engineering (BS),Mgmt Sci & Engineering (MS),1
2023,Engineering (BSH),Civil & Envir Engr (MS),1
2023,English (BAH),Communication (MA),1
2023,English (BAH),Computer Science (MS),1
2023,Envir Systems Engr (BS),Mgmt Sci & Engineering (MS),1
2023,Envir Systems Engr (BS),Sustainability Sci & Prac (MS),1
2023,History (BA),Earth Systems (MA),1
2023,History (BA),Philosophy (MA),1
2023,Human Biology (BA),Communication (MA),1
2023,Human Biology (BA),Community Health/Prev Res (MS),1
2023,Human Biology (BA),Mgmt Sci & Engineering (MS),1
2023,Human Biology (BA),Sociology (MA),1
2023,Human Biology (BA),Sustainability Sci & Prac (MA),1
2023,Human Biology (BS),Biology (MS),1
2023,Human Biology (BS),Epidemiology & Clin Rsrch (MS),1
2023,Human Biology (BS),Epidemiology (MS),1
2023,Human Biology (BS),Mechanical Engineer (MS),1
2023,Human Biology (BS),Sustainability Sci & Prac (MA),1
2023,Human Biology (BSH),Computer Science (MS),1
2023,Indiv Des Major-Engr (BS),Aeronautics & Astro (MS),1
2023,Indiv Des Major-Engr (BS),Materials Science & Engr (MS),1
2023,Indiv Des Major-Engr (BS),Statistics (MS),1
2023,International Relat (BA),Civil & Envir Engr (MS),1
2023,International Relat (BA),Communication (MA),1
2023,International Relat (BA),Earth Systems (MA),1
2023,International Relat (BA),Public Policy (MA),1
2023,International Relat (BA),Sustainability Sci & Prac (MA),1
2023,International Relat (BAH),International Policy (MA),1
2023,International Relat (BAH),Sustainability Sci & Prac (MS),1
2023,Linguistics (BA),Communication (MA),1
2023,Linguistics (BAH),Computer Science (MS),1
2023,Materials Science & Engr (BS),Materials Science & Engr (MS),1
2023,Math & Comp Science (BS),Comput & Math Engr (MS),1
2023,Math & Comp Science (BS),Earth Systems (MS),1
2023,Math & Comp Science (BS),Public Policy (MA),1
2023,Math & Comp Science (BS),Sociology (MA),1
2023,Math & Comp Science (BS),Statistics (MS),1
2023,Math & Comp Science (BSH),Statistics (MS),1
2023,Mathematics (BS),Applied and Engr Physics (MS),1
2023,Mathematics (BS),Comput & Math Engr (MS),1
2023,Mechanical Engineer (BS),Civil & Envir Engr (MS),1
2023,Mechanical Engineer (BS),Computer Science (MS),1
2023,Mgmt Sci & Engineering (BS),Community Health/Prev Res (MS),1
2023,Mgmt Sci & Engineering (BS),Public Policy (MA),1
2023,Music (BA),Computer Science (MS),1
2023,Music (BA),Music (MA),1
2023,Philosophy (BA),Earth Systems (MA),1
2023,Philosophy (BA),Philosophy (MA),1
2023,Physics (BS),Electrical Engineering (MS),1
2023,Physics (BS),Philosophy (MA),1
2023,Physics (BS),Public Policy (MA),1
2023,Political Science (BA),Biomedical Informatics (MS),1
2023,Political Science (BA),Earth Systems (MS),1
2023,Political Science (BA),Latin American Studies (MA),1
2023,Political Science (BA),Mgmt Sci & Engineering (MS),1
2023,Psychology (BA),Communication (MA),1
2023,Psychology (BA),Community Health/Prev Res (MS),1
2023,Psychology (BA),Computer Science (MS),1
2023,Psychology (BA),Sociology (MA),1
2023,Psychology (BA),Sustainability Sci & Prac (MS),1
2023,Psychology (BAH),Sociology (MA),1
2023,Public Policy (BA),Mgmt Sci & Engineering (MS),1
2023,Public Policy (BA),Sociology (MA),1
2023,Public Policy (BA),Sustainability Sci & Prac (MS),1
2023,Public Policy (BAH),Computer Science (MS),1
2023,Religious Studies (BAH),Computer Science (MS),1
2023,"Science, Tech, & Soc (BA)",Sustainability Sci & Prac (MS),1
2023,"Science, Tech, & Soc (BS)",Mechanical Engineer (MS),1
2023,"Science, Tech, & Soc (BS)",Sustainability Sci & Prac (MA),1
2023,Sociology (BA),Education (MA),1
2023,Sociology (BA),Sociology (MA),1
2023,Sociology (BA),Sustainability Sci & Prac (MA),1
2023,Spanish (BA),Latin American Studies (MA),1
2023,Symbolic Systems (BS),Earth Systems (MA),1
2023,Symbolic Systems (BS),Linguistics (MA),1
2023,Symbolic Systems (BS),Mgmt Sci & Engineering (MS),1
2023,Symbolic Systems (BS),Public Policy (MA),1
2023,Symbolic Systems (BS),Sustainability Sci & Prac (MS),1
2023,Symbolic Systems (BS),Symbolic Systems (MS),1
2023,Symbolic Systems (BSH),Computer Science (MS),1
